nome;sku;descricao;quantidade;preco;categoria
Fluconazole;65862-299;Insertion of Infusion Device into Celiac Artery, Percutaneous Endoscopic Approach;87;7699.76;Drama
BENEFIANCE PROTECTIVE HAND REVITALIZER;52686-106;Repair Right Ethmoid Sinus, Percutaneous Endoscopic Approach;28;5277.3;Drama
Pain Relief;11822-0008;Detachment at Left Ring Finger, Low, Open Approach;13;2718.05;Drama|Romance
Diovan HCT;55154-9663;Dilation of Face Artery, Percutaneous Endoscopic Approach;45;4818.99;Crime|Drama|Mystery|Thriller
Berberis Homaccord;50114-1200;Revision of Neurostimulator Lead in Cranial Nerve, Percutaneous Approach;51;107.24;Comedy
Mag-Al Plus XS;55154-9422;Dilation of Right External Carotid Artery, Bifurcation, Percutaneous Approach;40;947.45;Drama|Romance|Thriller
Algenist;53407-155;Excision of Left Pleura, Percutaneous Approach, Diagnostic;16;5591.41;Drama|Thriller
Isosorbide;52125-059;Extirpation of Matter from Right Thyroid Gland Lobe, Percutaneous Approach;26;1770.86;Drama
Sheer Cover Pressed Mineral Foundation;11410-600;Excision of Cerebral Meninges, Open Approach, Diagnostic;96;3442.22;Drama
HYDROCODONE BITARTRATE AND ACETAMINOPHEN;43353-721;Destruction of Right External Carotid Artery, Open Approach;31;5382.91;Action|Comedy|Crime
MINTOX MAXIMUM STRENGTH;0904-5725;Drainage of Right Lower Arm and Wrist Tendon, Percutaneous Endoscopic Approach, Diagnostic;100;5093.53;
clindamycin hydrochloride;21695-034;Measurement of Products of Conception, Cardiac Rate, External Approach;48;7297.73;Drama|Horror|Mystery
Triazolam;68788-9542;Reposition Right Elbow Bursa and Ligament, Open Approach;23;4414.7;Documentary
Telmisartan;0054-0542;Insertion of Feeding Device into Duodenum, Percutaneous Endoscopic Approach;8;1575.44;Drama|Fantasy|Horror|Mystery|Thriller
AMOREPACIFIC;43419-507;Replacement of Lower Gingiva with Nonautologous Tissue Substitute, Open Approach;73;9987.63;Drama
Medi First Plus Sinus Pain and Pressure;47682-158;Revision of Autologous Tissue Substitute in Right Shoulder Joint, Percutaneous Endoscopic Approach;62;5705.97;Drama|Mystery|Romance|Thriller
Warfarin Sodium;54868-4349;Beam Radiation of Peripheral Nerve using Neutrons;94;9836.61;Children|Comedy
Anticavity Fluoride Rinse;55316-213;Supplement Thoracolumbar Vertebral Disc with Synthetic Substitute, Percutaneous Approach;91;3383.29;Drama
Muscle Rub Ultra;37808-773;Occlusion of Right Radial Artery with Intraluminal Device, Percutaneous Approach;82;987.15;Drama
DawnMist Antiperspirant Deodorant;65517-1005;Supplement Face with Synthetic Substitute, Percutaneous Endoscopic Approach;43;6676.65;Action|Sci-Fi
Zithranol;42783-111;Release Right Maxilla, Percutaneous Endoscopic Approach;9;1673.4;Documentary
DOBUTamine;0409-2025;Drainage of Right Femoral Vein, Percutaneous Endoscopic Approach;28;7550.23;Children|Drama
Carbo Chamomilla Digestive Support;48951-3024;Bypass Right Femoral Artery to Peroneal Artery with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach;48;9433.0;Drama
RAPAFLO;54868-6173;Division of Left Upper Arm Tendon, Percutaneous Approach;24;9800.66;(no genres listed)
Divine Lift Foundation SPF;50184-6700;Destruction of Thoracic Duct, Percutaneous Endoscopic Approach;73;1612.86;Drama
Cuprum Stannum;48951-3145;Repair Upper Esophagus, Via Natural or Artificial Opening Endoscopic;39;468.39;Drama
DOCTORS CHOICE;63783-013;Extirpation of Matter from Left Vitreous, Percutaneous Approach;57;2564.16;Documentary|Horror
Antibacterial Foaming Hand Sanitizer;50988-192;Extirpation of Matter from Gastric Artery, Bifurcation, Percutaneous Endoscopic Approach;41;2220.63;Horror
MARK. BLEMISH BANISHER;10096-0194;Drainage of Right Seminal Vesicle, Percutaneous Approach;6;817.15;Drama
AZACTAM;0003-2570;Immobilization of Right Lower Arm using Brace;93;8592.33;Animation|Children|Drama|Musical|Romance
Potassium Phosphates;0409-7295;Repair Nervous System in Products of Conception, Percutaneous Approach;33;1145.24;Drama|War
REBETOL;0085-1318;Removal of Autologous Tissue Substitute from Left Lower Femur, Percutaneous Endoscopic Approach;79;2356.23;Action|Sci-Fi
LUSTER NOW;57353-103;Destruction of Right Ulnar Artery, Percutaneous Endoscopic Approach;34;3255.01;Drama
Sanitex MVP Liquid Anti-Bacterial;52007-110;Inspection of Lower Bursa and Ligament, Percutaneous Approach;67;6016.14;Documentary
Allergy;30142-479;Introduction of Electrolytic and Water Balance Substance into Upper GI, Percutaneous Approach;36;7736.39;Crime|Drama|Thriller
Peppermint Swirl Antibacterial Hand Sanitizer;50563-303;Revision of Interbody Fusion Device in Cervical Vertebral Joint, Open Approach;89;9466.53;Adventure|Fantasy
DAY CREAM REPLENISHING HYDRATOR;34022-102;Excision of Left Common Iliac Vein, Percutaneous Approach, Diagnostic;70;4003.4;Documentary
Treatment Set TS329526;49288-0737;Destruction of Bilateral Vas Deferens, Percutaneous Endoscopic Approach;82;4413.51;Comedy|Crime|Western
Acid Reducer;51660-351;Excision of Stomach, Via Natural or Artificial Opening, Diagnostic;71;6349.35;Horror
HAMSOA YUYU PURE MILD FOAMING WASH;50964-100;Revision of Drainage Device in Right Wrist Joint, Percutaneous Endoscopic Approach;99;8593.75;Drama|Mystery|Thriller
LBEL SUPREMACIE NX JOUR Replenishing Daytime Face SPF 15 Normal To Oily Skin;43596-0006;Restriction of Middle Esophagus with Extraluminal Device, Open Approach;39;3487.05;Action|Drama|Romance
Hydrocodone Bitartrate and Acetaminophen;12634-616;Bypass Right Kidney Pelvis to Ileocutaneous with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach;2;8113.16;Crime|Drama
Activive;49726-002;Introduction of Analgesics, Hypnotics, Sedatives into Nose, External Approach;92;7842.32;Comedy|Sci-Fi
Nicotrol;0009-5401;Occlusion of Left Lacrimal Duct, Open Approach;24;7260.24;Action|Thriller
Zolpidem Tartrate;0093-0074;Removal of Extraluminal Device from Ureter, Percutaneous Approach;61;8285.2;Action
Phenobarbital;0463-6160;Repair Left Thyroid Artery, Percutaneous Approach;75;2485.88;Drama
NO-WEAK-NAILS;59672-0916;Reposition Right Hip Bursa and Ligament, Open Approach;13;8447.79;Comedy|Drama
Barriere;65197-426;Excision of Bilateral Lungs, Via Natural or Artificial Opening, Diagnostic;9;6273.61;Comedy|Musical
Nasal Decongestant;59970-052;Supplement Left Ring Finger with Synthetic Substitute, Open Approach;66;9287.87;Documentary
DILT-CD;60505-0007;Introduction of Other Therapeutic Substance into Mouth and Pharynx, External Approach;17;1721.23;Crime|Thriller|Western
INSTANT HAND SANITIZER;59450-223;Aphasia Assessment;51;9111.73;Action|Adventure|Drama|War
Carbon Dioxide;54949-004;Bypass Superior Vena Cava to Pulmonary Vein Confluence with Autologous Venous Tissue, Percutaneous Endoscopic Approach;54;4510.3;Drama
Homeopathic Allergy Formula;10578-016;Bypass Left External Iliac Artery to Right Femoral Artery with Nonautologous Tissue Substitute, Open Approach;36;623.03;Comedy
Lisinopril;49349-374;Excision of Right Upper Arm Muscle, Open Approach;25;381.63;Horror|Thriller
HYDROCODONE BITARTRATE;61919-296;Destruction of Left External Ear, Percutaneous Endoscopic Approach;7;7023.51;Comedy|Drama
Wild Strawberry Anti-Bacterial Hand Sanitizer;49371-037;Extirpation of Matter from Bilateral Lungs, Via Natural or Artificial Opening;27;2054.75;Drama
Hand Sanitizer;49348-405;Revision of Drainage Device in Bladder, External Approach;73;6566.8;Action|Crime|Thriller
Coppertone Clearly Sheer For Beach and Pool;11523-7368;Reposition Left Humeral Shaft with Ring External Fixation Device, Percutaneous Endoscopic Approach;64;7272.31;Comedy
Licel;76441-902;Nonimaging Nuclear Medicine Probe of Lower Extremity using Other Radionuclide;79;2432.91;Drama
Orabase Benzocaine;0126-0082;Ventilation, Respiration and Circulation Assessment of Respiratory System - Head and Neck using Mechanical Equipment;51;4262.93;Comedy|Documentary|Drama
Enoxaparin Sodium;0548-5601;Supplement Bilateral External Ear with Nonautologous Tissue Substitute, Open Approach;36;579.04;Documentary
LOSARTAN POTASSIUM and HYDROCHLOROTHIAZIDE;60760-760;Supplement Right Axillary Vein with Synthetic Substitute, Percutaneous Approach;9;7725.87;Drama
Chamomilla Belladonna Special Order;48951-3061;Drainage of Right Acromioclavicular Joint, Percutaneous Endoscopic Approach;72;8183.78;Drama
Hemorrhoid;50114-8006;Change Traction Apparatus on Head;90;8854.03;Action|Thriller
Sportenine;0220-9352;Excision of Right Foot, Open Approach, Diagnostic;98;7700.81;Comedy|Romance
Symbyax;0002-3232;Destruction of Stomach, Open Approach;8;9739.94;Drama
Hydrocodone Bitartrate and Acetaminophen;0591-0503;Dilation of Left Lesser Saphenous Vein, Percutaneous Endoscopic Approach;80;5725.39;Action|Comedy|Musical
Cefdinir;67253-012;Division of Left Tibia, Percutaneous Endoscopic Approach;51;8744.32;Drama|Musical
METOPROLOL SUCCINATE;58118-0734;Extirpation of Matter from Cecum, Percutaneous Approach;9;758.29;Comedy|Horror|Sci-Fi
Natures Gate;61380-259;Revision of External Fixation Device in Right Patella, Open Approach;58;672.48;Sci-Fi
Tamsulosin Hydrochloride;10370-169;Repair Right Subclavian Artery, Open Approach;73;3371.17;Comedy
Amoxicillin and Clavulanate Potassium;54569-5470;Replacement of Hair with Synthetic Substitute, External Approach;15;855.06;Crime|Drama|Mystery
CVS;59779-273;Occlusion of Right Hand Artery with Intraluminal Device, Open Approach;82;7464.57;Comedy|Drama
Aller-Chord Food;64578-0056;Revision of Nonautologous Tissue Substitute in Lower Artery, Percutaneous Endoscopic Approach;64;1856.83;Comedy
Lisinopril and Hydrochlorothiazide;60505-0206;Extirpation of Matter from Uterus, Via Natural or Artificial Opening;3;1788.32;Drama
Sodium Chloride;49349-943;Alteration of Abdominal Wall with Nonautologous Tissue Substitute, Open Approach;11;2721.28;Drama
Alba Hawaiian Aloe Vera Sunblock SPF 30;61995-2825;Dilation of Right Anterior Tibial Artery, Bifurcation, Percutaneous Endoscopic Approach;22;1029.84;Drama|Romance
Advanced First Aid;57955-6000;Beam Radiation of Skull using Photons <1 MeV;66;4755.56;Horror
Woodwards HandClens Foaming Sanitizer;60193-201;Release Right Metatarsal-Phalangeal Joint, Percutaneous Endoscopic Approach;86;5138.15;Action|Crime|Thriller
ClearCalm 3 Anti-Acne Starter;51417-3341;Dilation of Right Common Iliac Artery with Four or More Drug-eluting Intraluminal Devices, Percutaneous Endoscopic Approach;29;1100.94;Drama|Horror|Sci-Fi
Cefdinir;0781-6077;Removal of Nonautologous Tissue Substitute from Left Ankle Joint, Percutaneous Approach;72;9514.01;Drama
Leader Allergy;37205-277;Replacement of Right External Iliac Vein with Autologous Tissue Substitute, Open Approach;69;1498.66;Comedy|Romance
OBAGI-C RX SYSTEM NORMAL-DRY;62032-524;Inspection of Left Femoral Region, Percutaneous Endoscopic Approach;22;7397.09;Comedy|Thriller
Aceon;76234-000;Drainage of Left Ethmoid Sinus, Percutaneous Endoscopic Approach;98;7468.77;Action|Adventure|Crime|Thriller
Oxycodone and Acetaminophen;42858-103;Release Bilateral Adrenal Glands, Open Approach;8;9673.5;Action
INSTANT Hand Sanitizer Extra Enriched With Vitamin E Vanilla Scent;33992-1067;Repair Left Glenoid Cavity, Open Approach;63;2191.86;Drama
Walgreens;0363-8130;Excision of Right Metatarsal, Open Approach;55;6857.68;Documentary
HASOL Intensive Scalp Tonic;51270-120;Excision of Portal Vein, Percutaneous Endoscopic Approach, Diagnostic;83;6286.62;Drama|Horror
Spironolactone;0378-0243;Supplement Right Breast with Autologous Tissue Substitute, External Approach;70;8958.69;Action|Film-Noir|Thriller
simvastatin;53808-0919;Plain Radiography of Right Lower Extremity Lymphatics using Other Contrast;17;6237.24;Documentary
Diorskin Nude Natural Glow Makeup 050 Dark Beige;61957-2050;Reposition Right Maxilla with External Fixation Device, Percutaneous Endoscopic Approach;31;6682.48;Horror|Thriller
Phenylephrine Hydrochloride;66758-016;Insertion of Other Device into Left Upper Extremity, Percutaneous Approach;34;8179.94;Action|Animation|Sci-Fi
Vancomycin Hydrochloride;0409-6531;Resection of Left Eye, External Approach;44;3023.44;Crime|Drama|Mystery
risperidone;68382-155;Occlusion of Descending Colon with Intraluminal Device, Via Natural or Artificial Opening;79;4028.78;Drama|War
Extra Thick Callus Removers;49035-019;Revision of Extraluminal Device in Bladder, Via Natural or Artificial Opening Endoscopic;39;9419.86;Comedy
Carbidopa and levodopa;0228-2538;Bypass Left Subclavian Artery to Right Lower Arm Artery with Synthetic Substitute, Open Approach;39;6733.07;Drama
ANTIBACTERIAL FOAMING;47124-177;Introduction of Intracirculatory Anesthetic into Central Vein, Open Approach;84;8216.45;Action|Drama|Western
Neostigmine Methylsulfate;0641-6141;Division of Left Lower Extremity Bursa and Ligament, Percutaneous Approach;45;6123.56;Comedy|Drama|Mystery
Carvedilol;55154-1681;Supplement Upper Esophagus with Autologous Tissue Substitute, Open Approach;93;4727.21;Drama|Thriller
Medrol;54569-0327;Change Splint on Left Inguinal Region;63;3360.83;Animation|Children|Comedy|Musical
Ropinirole Hydrochloride;68084-195;Destruction of Left Common Iliac Vein, Percutaneous Endoscopic Approach;22;3785.95;
Ranitidine;66116-518;Irrigation of Pericardial Cavity using Irrigating Substance, Percutaneous Approach, Diagnostic;26;4964.31;Action|Sci-Fi
PAROXETINE;55154-0736;Drainage of Left Face Vein, Open Approach;52;1858.16;Children|Comedy|Sci-Fi
Pioglitazone;63304-255;Bypass Left Pleural Cavity to Pelvic Cavity with Synthetic Substitute, Open Approach;10;7570.19;Crime|Horror|Sci-Fi
Carcinosin;43742-0208;Plain Radiography of Other Veins using High Osmolar Contrast;72;6594.23;Drama
Terazosin;24236-669;Supplement Right Little Finger with Synthetic Substitute, Percutaneous Endoscopic Approach;6;4682.78;Drama|Thriller
Extra Strength Acetaminophen PM;55319-556;Insertion of Infusion Device into Right Metacarpophalangeal Joint, Open Approach;92;1560.71;Drama|Romance
NO-AD 15 Sunscreen;62802-212;Drainage of Left Upper Leg Subcutaneous Tissue and Fascia with Drainage Device, Open Approach;44;990.67;Documentary
California Black Walnut;36987-3070;Drainage of Right Cephalic Vein, Percutaneous Approach, Diagnostic;38;9129.24;Drama
CVS;59779-272;Supplement Left Elbow Joint with Autologous Tissue Substitute, Percutaneous Approach;85;4560.63;Documentary
Bleomycin;61703-332;Revision of Spacer in Right Metatarsal-Phalangeal Joint, Percutaneous Endoscopic Approach;44;1675.01;Comedy|Drama|Romance
Dermarest;63736-302;Occlusion of Thorax Lymphatic with Intraluminal Device, Percutaneous Approach;2;8342.79;
PF ANTI-BACTERIAL HAND SANITIZING WIPES;76323-001;Transfusion of Autologous White Cells into Peripheral Vein, Open Approach;77;3623.06;Crime|Horror|Sci-Fi
Risperidone;58118-5685;Repair Left Hepatic Duct, Percutaneous Approach;77;7937.21;Comedy
Donepezil Hydrochloride;33342-030;Replacement of Right Internal Jugular Vein with Synthetic Substitute, Open Approach;3;3722.21;Thriller
Berberis Vulgaris Kit Refill;68428-134;Drainage of Left Ankle Bursa and Ligament with Drainage Device, Open Approach;74;7977.39;Comedy|Drama|Romance
Strattera;0002-3238;Removal of Autologous Tissue Substitute from Urethra, Via Natural or Artificial Opening Endoscopic;41;1061.39;Drama|Thriller
Molds, Rusts and Smuts, Phoma herbarum;65044-5222;Acoustic Reflex Patterns Assessment using Tympanometer;4;5133.79;Drama|Thriller
Comtan;55154-3428;Supplement Left Lower Extremity Lymphatic with Synthetic Substitute, Open Approach;89;1094.11;Adventure|Animation|Children|Comedy
Sleep Aid;59779-409;Drainage of Left Shoulder Joint with Drainage Device, Open Approach;42;5143.95;Crime|Drama
Gabapentin;0228-2637;Supplement Upper Gingiva with Autologous Tissue Substitute, Percutaneous Approach;95;9919.26;Mystery|Sci-Fi|Thriller
RUE 21 Apple Anti Bacterial Hand Sanitizer;50563-168;Plain Radiography of Cervical Facet Joint(s) using Other Contrast;39;1729.17;Comedy|Musical|Romance
Birch;36987-2535;Removal of Other Device from Chest Wall, External Approach;20;9349.56;Action|Horror
Chloroquine Phosphate;43063-454;Insertion of Intramedullary Internal Fixation Device into Left Ulna, Open Approach;76;9144.41;Thriller
Amoebasode;43772-0015;Restriction of Left Axillary Lymphatic, Open Approach;65;6828.12;Comedy|Drama|Musical
LATISSE;0023-3616;Destruction of Nasal Bone, Open Approach;37;9607.08;Drama
IXEMPRA;0015-1911;Removal of Intraluminal Device from Nose, Via Natural or Artificial Opening Endoscopic;82;8258.78;Drama
Flecainide Acetate;63304-795;Mouth and Throat, Occlusion;20;1558.67;Action|Adventure|Drama|War
Kirkland Signature AllerClear D 12 hr;63981-013;Removal of Internal Fixation Device from Left Elbow Joint, Open Approach;69;345.18;Comedy
Ibuprofen;52125-234;Release Mesentery, Percutaneous Endoscopic Approach;30;9018.01;Action|Drama|Fantasy|Horror
Hexalen;62856-001;Release Left Axillary Artery, Percutaneous Approach;8;2484.15;Crime|Horror|Thriller
Bryonia Stannum;48951-2087;Release Epiglottis, Via Natural or Artificial Opening;20;7583.33;Comedy
Advanced relief;41520-532;Restriction of Middle Esophagus with Extraluminal Device, Percutaneous Approach;2;6710.99;Documentary|War
Teeth - Gums;55714-2283;Revision of Synthetic Substitute in Thoracic Vertebral Disc, Percutaneous Endoscopic Approach;42;80.33;Action|Children|Comedy|Fantasy
Levothyroxine sodium;0781-5191;Revision of Drainage Device in Pelvic Cavity, Percutaneous Approach;48;7528.97;Drama
kirkland signature Minoxidil;63981-294;Repair Right Axillary Artery, Percutaneous Endoscopic Approach;59;5106.93;Drama|Horror|Thriller
Sunmark Cold Head Congestion;49348-791;Revision of Synthetic Substitute in Kidney, Open Approach;90;3681.18;Comedy|Drama|Romance
Fluoxetine;65862-192;Drainage of Left Trunk Muscle, Percutaneous Endoscopic Approach, Diagnostic;66;5341.66;Action|Drama|Thriller
PHOSLYRA;49230-643;Excision of Skull, Open Approach;61;9115.29;Crime
Bacitracin Zinc;52959-113;Beam Radiation of Pelvic Bones using Photons 1 - 10 MeV;83;8174.85;Drama
Sporting Edge;57955-5031;Drainage of Left Sphenoid Bone, Percutaneous Approach, Diagnostic;90;6694.41;Action|Adventure|Comedy
Amlodipine Besylate;42806-055;Revision of Infusion Device in Right Hip Joint, Percutaneous Approach;93;807.26;Fantasy|Horror|Thriller
GOODSENSE MEDICATED PADS;75981-007;Occlusion of Stomach, Open Approach;34;5917.79;
Loratadine and Pseudoephedrine;0363-0725;High Dose Rate (HDR) Brachytherapy of Trachea using Cesium 137 (Cs-137);76;4323.6;Action|Comedy|Crime
LAMOTRIGINE;49349-857;Muscle Performance Assessment of Neurological System - Head and Neck using Prosthesis;67;4479.17;Crime|Drama|Thriller
Metformin Hydrochloride;63629-1395;Drainage of Left Sublingual Gland, Open Approach;23;2236.59;Documentary
Modafinil;63629-4998;Supplement Left Foot Muscle with Synthetic Substitute, Percutaneous Endoscopic Approach;12;4956.57;Drama
Ibuprofen;51655-049;Removal of Infusion Device from Left Eye, Via Natural or Artificial Opening;13;9819.61;Action|Animation|Comedy|Horror
Alprazolam;0781-1061;Drainage of Right Elbow Region, Open Approach;97;739.93;Comedy|Sci-Fi
Neutrogena Oil Free Acne Wash;10812-900;Replacement of Right External Iliac Artery with Autologous Tissue Substitute, Open Approach;84;1180.55;Comedy
H Acne Formula;57520-1111;Excision of Chest Wall, External Approach;80;1821.79;Comedy
Rugby Calcium Carbonate 10 gr;0536-1024;Insertion of Spacer into Right Ankle Joint, Percutaneous Endoscopic Approach;5;9282.6;Documentary
Waterless Fragrance Free Hand Sanitizer;55319-501;Removal of Spacer from Left Shoulder Joint, Percutaneous Endoscopic Approach;49;9787.28;Documentary
